timestamp,HS_mod,HS_meas,SWE,station_id,season
2023-11-01,0.1876675,0.20900083333333333,29.07975,AXLIZ1,2023_2024
2023-11-02,0.15728083333333334,0.1678333333333333,31.814916666666665,AXLIZ1,2023_2024
2023-11-03,0.33239875,0.3428333333333333,57.103791666666666,AXLIZ1,2023_2024
2023-11-04,0.3450783333333333,0.3474166666666667,66.654375,AXLIZ1,2023_2024
2023-11-05,0.3028366666666667,0.30954375,66.620625,AXLIZ1,2023_2024
2023-11-06,0.28080541666666664,0.2786254166666667,66.62083333333332,AXLIZ1,2023_2024
2023-11-07,0.27372541666666667,0.26687791666666666,66.63766666666668,AXLIZ1,2023_2024
2023-11-08,0.26867458333333333,0.2797941666666667,66.65458333333333,AXLIZ1,2023_2024
2023-11-09,0.2659120833333333,0.26958333333333334,66.66,AXLIZ1,2023_2024
2023-11-10,0.26963583333333335,0.26850291666666665,67.19958333333334,AXLIZ1,2023_2024
2023-11-11,0.28168791666666665,0.29345958333333333,68.49604166666667,AXLIZ1,2023_2024
2023-11-12,0.29639875,0.3100425,70.60912499999999,AXLIZ1,2023_2024
2023-11-13,0.33541708333333337,0.3385420833333333,83.97308333333334,AXLIZ1,2023_2024
2023-11-14,0.21288958333333333,0.2344166666666667,72.32912499999999,AXLIZ1,2023_2024
2023-11-15,0.21265541666666665,0.21962583333333333,69.90520833333333,AXLIZ1,2023_2024
2023-11-16,0.21605416666666666,0.208125,70.32391666666666,AXLIZ1,2023_2024
2023-11-17,0.26619916666666665,0.273625,74.7845,AXLIZ1,2023_2024
2023-11-18,0.3444475,0.35366666666666663,83.67266666666667,AXLIZ1,2023_2024
2023-11-19,0.2594620833333333,0.27820833333333334,88.50295833333332,AXLIZ1,2023_2024
2023-11-20,0.24696666666666667,0.23854208333333335,87.97583333333334,AXLIZ1,2023_2024
2023-11-21,0.2459083333333333,0.24062499999999998,87.98708333333333,AXLIZ1,2023_2024
2023-11-22,0.28131375,0.29183333333333333,91.075125,AXLIZ1,2023_2024
2023-11-23,0.28317416666666667,0.28883333333333333,91.514,AXLIZ1,2023_2024
2023-11-24,0.30139083333333333,0.30712500000000004,94.75679166666667,AXLIZ1,2023_2024
2023-11-25,0.52272,0.5352916666666666,122.91429166666667,AXLIZ1,2023_2024
2023-11-26,0.5730345833333333,0.5760429166666666,134.89112500000002,AXLIZ1,2023_2024
2023-11-27,0.5800325000000001,0.5782937499999999,140.002375,AXLIZ1,2023_2024
2023-11-28,0.5755133333333333,0.5748333333333333,142.35774999999998,AXLIZ1,2023_2024
2023-11-29,0.6106554166666667,0.5769591666666667,149.71158333333332,AXLIZ1,2023_2024
2023-11-30,0.6032591666666667,0.5769583333333334,149.54008333333334,AXLIZ1,2023_2024
2023-12-01,0.6192216666666667,0.6224583333333333,154.19866666666667,AXLIZ1,2023_2024
2023-12-02,0.7986429166666666,0.81275,179.42795833333332,AXLIZ1,2023_2024
2023-12-03,0.9450487499999999,0.957375,206.242125,AXLIZ1,2023_2024
2023-12-04,0.8800670833333334,0.8882916666666666,206.765,AXLIZ1,2023_2024
2023-12-05,0.8421470833333333,0.8394170833333333,207.22108333333333,AXLIZ1,2023_2024
2023-12-06,0.8253083333333334,0.82583375,209.08062499999997,AXLIZ1,2023_2024
2023-12-07,0.8280854166666667,0.8452091666666667,212.52175,AXLIZ1,2023_2024
2023-12-08,0.8107604166666667,0.8135,213.12770833333332,AXLIZ1,2023_2024
2023-12-09,0.8018766666666667,0.80529375,214.58779166666667,AXLIZ1,2023_2024
2023-12-10,0.81300875,0.8036666666666666,220.35299999999998,AXLIZ1,2023_2024
